,age,workclass,fnlwgt,education,marital_status,relationship,sex,capital_gain,capital_loss,hour_per_week,native_country,race_Asian-Pac-Islander,race_Black,race_Other,race_White,occupation_Armed-Forces,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Handlers-cleaners,occupation_Machine-op-inspct,occupation_Other-service,occupation_Priv-house-serv,occupation_Prof-specialty,occupation_Protective-serv,occupation_Sales,occupation_Tech-support,occupation_Transport-moving,income_class
8927,43,5,176138,5,1,5,1,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8928,47,5,47496,1,2,0,1,0,0,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8929,20,5,187158,2,0,3,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8930,22,5,249727,2,0,3,1,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8931,76,6,237624,1,1,5,1,0,0,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8932,24,5,175254,2,0,0,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8933,54,6,42924,2,1,5,1,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8934,30,5,205950,2,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8935,33,5,111985,2,1,5,1,0,0,58,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8936,30,5,167476,2,2,0,1,0,0,50,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8937,40,5,221172,4,1,5,1,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8938,27,5,188711,2,2,0,1,0,0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8939,49,5,199448,3,2,2,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8940,30,5,313038,1,0,0,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8941,22,5,148431,1,0,0,0,0,0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8942,19,5,112432,1,1,5,1,0,0,58,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8943,46,5,57914,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8944,51,5,145166,1,1,5,1,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8945,56,5,247119,1,6,2,0,0,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8946,53,5,196278,2,6,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8947,60,5,366531,3,6,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8948,27,5,216481,5,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8949,46,5,188027,2,0,2,0,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8950,37,5,66686,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8951,41,5,74775,5,1,5,1,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8952,65,5,325537,3,1,5,1,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8953,30,6,250499,2,1,4,0,0,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8954,57,6,192869,1,1,5,1,0,0,72,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8955,44,2,121352,2,1,5,1,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8956,32,6,70985,1,1,5,1,4064,0,40,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8957,27,6,123116,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8958,57,3,339163,2,6,2,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8959,59,6,124771,5,1,5,1,0,0,30,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8960,32,5,167531,7,1,4,0,15024,0,50,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8961,90,5,77053,1,6,0,0,0,4356,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8962,22,5,199266,5,0,0,0,0,0,30,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8963,39,5,190728,1,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8964,43,5,99212,3,1,5,1,3103,0,48,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8965,38,3,421446,5,1,5,1,0,0,50,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8966,61,5,215944,1,2,0,1,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8967,24,5,72310,2,0,3,1,0,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8968,25,5,57512,2,0,0,1,0,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8969,44,5,89413,3,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8970,55,3,28151,1,2,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8971,90,5,46786,5,1,5,1,9386,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8972,30,5,226943,1,2,2,0,0,0,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8973,44,5,182402,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8974,36,5,305352,1,2,1,1,0,0,40,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8975,63,2,189253,2,1,5,1,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8976,60,5,296485,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8977,34,6,204375,7,0,0,0,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8978,49,6,249585,1,1,5,1,0,0,65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8979,47,5,148995,6,1,5,1,0,0,65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8980,42,2,168071,1,1,5,1,0,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8981,53,5,194995,1,1,5,1,0,0,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8982,23,5,211049,2,0,0,0,4101,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8983,28,5,196630,3,4,2,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8984,20,5,50397,2,1,5,1,0,0,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8985,43,5,177905,1,1,5,1,3908,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8986,32,5,204374,7,1,5,1,0,1977,60,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8987,43,5,60001,5,2,2,1,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8988,31,5,223046,1,1,5,1,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8989,29,5,44921,1,1,4,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8990,24,5,154571,2,0,3,1,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8991,39,5,67136,3,4,0,1,0,0,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8992,29,5,188675,2,1,5,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8993,20,5,390817,1,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8994,23,5,145964,2,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8995,42,5,30424,1,4,2,0,0,0,38,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8996,53,5,548361,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8997,20,5,189148,1,1,5,1,0,0,48,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8998,58,6,266707,1,1,5,1,0,2179,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8999,51,6,311569,1,2,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9000,25,5,187653,1,0,0,1,0,0,48,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9001,38,5,235379,4,0,2,0,0,0,36,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9002,41,5,188615,2,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9003,58,5,322691,5,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9004,25,5,184698,1,0,0,1,0,0,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9005,50,5,144361,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9006,32,5,130057,5,1,5,1,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9007,31,2,117963,8,0,3,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9008,22,5,123876,2,0,3,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9009,37,5,248445,1,2,1,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9010,32,5,207172,2,0,1,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9011,46,7,119904,7,0,0,0,0,1564,55,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9012,62,5,134768,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9013,40,3,269168,1,1,5,1,0,0,40,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9014,56,5,132026,5,1,5,1,7688,0,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9015,37,5,60722,2,2,0,0,0,0,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9016,41,5,648223,1,3,2,1,0,0,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9017,56,5,298695,1,1,5,1,0,0,48,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9018,20,5,219835,2,0,0,1,0,0,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9019,34,6,313729,5,1,5,1,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9020,45,5,140644,1,1,5,1,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9021,30,5,203488,2,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9022,51,6,132341,1,1,5,1,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9023,27,5,161683,1,1,5,1,0,0,42,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9024,38,5,312771,3,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9025,39,5,258102,2,1,5,1,0,0,50,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9026,57,5,24127,5,1,5,1,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9027,47,5,254367,2,1,5,1,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9028,77,5,185426,1,1,5,1,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9029,43,5,152629,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9030,46,3,141058,1,1,5,1,0,0,65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9031,41,5,233130,2,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9032,20,5,406641,1,0,0,0,0,0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9033,30,7,119422,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9034,30,5,255486,1,1,5,1,0,0,25,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9035,22,5,161532,2,0,3,1,0,0,35,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9036,25,5,75759,1,1,5,1,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9037,18,5,163332,1,0,3,0,0,0,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9038,28,5,103802,5,0,3,0,0,1408,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9039,50,5,34832,5,1,5,1,15024,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9040,28,5,37933,1,0,0,0,0,0,48,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9041,21,5,165107,2,0,3,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9042,37,5,126011,3,2,3,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9043,28,4,56651,5,0,3,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9044,23,5,522881,1,1,5,1,0,0,35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9045,32,5,191777,3,0,0,0,0,0,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9046,27,5,132686,1,0,3,1,0,0,50,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9047,55,5,201112,1,2,2,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9048,44,5,174283,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9049,25,5,208591,5,0,3,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9050,29,5,126399,1,2,2,0,0,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9051,50,5,142073,1,3,0,0,0,0,55,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9052,18,5,395567,1,0,3,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9053,74,5,180455,5,6,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9054,22,5,235853,1,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9055,27,5,160731,5,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9056,27,7,31935,2,0,3,0,0,0,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9057,41,5,35166,7,1,5,1,15024,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9058,24,5,161092,2,1,5,1,7298,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9059,23,5,223019,1,0,3,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9060,34,6,179673,7,1,5,1,7688,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9061,46,7,248895,5,1,5,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9062,32,5,200323,7,0,0,1,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9063,41,5,230020,1,1,5,1,0,0,40,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9064,29,5,134890,3,1,5,1,0,0,40,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9065,48,5,162096,1,1,1,0,0,0,45,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9066,51,5,103824,1,0,0,1,0,0,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9067,34,7,61431,1,0,0,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9068,58,5,197319,5,1,5,1,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9069,52,5,183618,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9070,37,6,268598,5,1,5,1,7298,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9071,53,5,263729,2,4,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9072,54,5,39493,3,1,5,1,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9073,36,5,185360,1,1,5,1,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9074,25,5,132661,3,0,3,0,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,20,5,266400,2,0,3,0,0,0,48,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9076,23,5,433669,4,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9077,39,2,216473,5,1,5,1,0,0,60,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9078,20,6,217404,1,0,3,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9079,28,5,227778,3,0,1,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9080,73,7,96262,1,6,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9081,67,5,247566,1,1,5,1,0,0,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9082,56,5,139616,5,2,0,1,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9083,32,5,73585,3,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9084,42,5,37869,2,2,0,1,0,1590,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9085,33,5,165814,1,1,5,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9086,37,5,108913,1,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9087,33,5,34975,2,1,5,1,0,0,45,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9088,31,5,157078,1,0,2,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9089,59,5,232672,6,1,5,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9090,21,5,294295,1,0,2,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9091,58,2,130454,2,1,5,1,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9092,24,3,461678,1,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9093,26,7,252284,2,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9094,26,5,256737,1,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9095,33,3,96480,6,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9096,25,5,234263,5,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9097,21,5,109952,1,1,5,1,0,0,50,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9098,24,5,262570,1,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9099,39,6,65716,4,1,4,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9100,68,5,201732,2,2,2,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,66,6,174788,2,0,0,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9102,38,5,278924,5,0,0,1,0,0,40,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9103,41,5,101593,6,1,5,1,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9104,71,5,193863,1,6,1,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9105,37,5,342768,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9106,54,6,242606,6,1,5,1,4386,0,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9107,27,7,176727,5,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9108,49,5,99179,5,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9109,19,7,354104,2,0,3,1,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9110,25,5,61956,2,0,0,1,0,0,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9111,47,4,137917,2,1,5,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9112,40,5,224658,2,1,1,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9113,38,5,51100,5,2,0,1,3325,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9114,25,5,224361,1,0,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9115,25,5,362912,2,0,3,0,0,0,50,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9116,23,5,218782,1,0,1,1,0,0,40,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9117,28,5,103389,6,2,3,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9118,29,5,308944,1,3,0,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9119,32,5,140092,1,1,5,1,0,0,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9120,34,5,202210,1,0,2,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9121,52,5,416059,5,1,5,1,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9122,33,6,281030,1,1,5,1,0,0,94,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9123,19,5,169758,2,0,3,1,0,0,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9124,68,5,193666,8,1,5,1,20051,0,55,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9125,41,5,139907,1,0,2,1,0,0,50,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9126,18,2,119422,1,0,2,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9127,29,5,149324,2,1,5,1,0,1485,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9128,40,5,259307,6,1,5,1,0,0,50,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9129,51,6,74160,6,2,2,1,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9130,49,5,134797,2,2,0,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131,20,7,41103,2,0,3,0,0,0,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9132,38,3,193026,1,1,5,1,0,0,50,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9133,57,5,303986,1,0,0,1,0,0,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9134,35,5,126569,2,1,5,1,4064,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9135,66,5,166461,1,1,5,1,0,0,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9136,27,5,61387,5,1,5,1,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9137,25,5,254746,3,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9138,77,5,28678,6,1,5,1,9386,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9139,19,5,180976,1,0,2,0,0,0,35,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9140,70,5,282642,1,1,5,1,0,2174,40,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9141,59,6,136413,1,1,5,1,0,0,48,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9142,25,5,131463,5,1,5,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9143,44,3,177240,7,0,0,1,10520,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9144,37,5,218490,6,1,5,1,0,0,55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9145,75,5,260543,1,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9146,21,5,80680,1,0,0,0,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9147,21,5,20728,1,0,3,0,4101,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
